n : 1.0
freq : 83.33 MHz
SWR : 9.207
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
145 105    -2.016     0.628653     -22047.609
150 105    -3.442     0.452721     -21688.605
155 105    -4.682     0.340268     -21685.844
160 105    -6.602     0.218671     -21685.691
165 105    -8.386     0.145018     -22043.870
170 105   -10.944     0.080455     -21688.090
175 105   -14.334     0.036866     -21691.557
180 105   -19.613     0.010933     -21692.185
  0 110   -22.146     0.006101     -22033.756
  5 110   -16.039     0.024892     -22033.294
 10 110   -11.575     0.069587     -22031.593
 15 110    -8.823     0.131133     -22031.946
 20 110    -6.657     0.215944     -22031.018
 25 110    -4.802     0.331010     -22033.050
 30 110    -3.447     0.452190     -22034.390
 35 110    -2.213     0.600691     -22036.016
 40 110    -1.321     0.737753     -22035.470
 45 110    -0.283     0.936981     -22039.543
 50 110     0.253     1.060037     -22042.315
 55 110     0.904     1.231377     -22044.344
 60 110     1.341     1.361667     -22047.043
 65 110     1.630     1.455462     -22048.436
 70 110     2.040     1.599709     -22050.270
 75 110     2.268     1.685742     -22052.209
 80 110     2.235     1.672827     -22052.907
 85 110     2.010     1.588550     -22053.647
 90 110     1.682     1.473096     -22054.052
 95 110     1.826     1.522793     -22052.132
100 110     2.071     1.611169     -22051.614
105 110     2.246     1.677301     -22049.998
110 110     2.070     1.610798     -22049.063
115 110     1.691     1.476050     -22047.809
120 110     1.381     1.374267     -22047.616
125 110     1.046     1.272451     -22047.144
130 110     0.478     1.116454     -22047.751
135 110    -0.022     0.994972     -22049.499
140 110    -1.040     0.786975     -22047.587
145 110    -2.016     0.628653     -22047.609
150 110    -3.442     0.452721     -21688.605
155 110    -4.682     0.340268     -21685.844
160 110    -6.602     0.218671     -21685.691
165 110    -8.386     0.145018     -22043.870
170 110   -10.944     0.080455     -21688.090
175 110   -14.334     0.036866     -21691.557
180 110   -19.613     0.010933     -21692.185
  0 115   -22.146     0.006101     -22033.756
  5 115   -16.039     0.024892     -22033.294
 10 115   -11.575     0.069587     -22031.593
 15 115    -8.823     0.131133     -22031.946
 20 115    -6.657     0.215944     -22031.018
 25 115    -4.802     0.331010     -22033.050
 30 115    -3.447     0.452190     -22034.390
 35 115    -2.213     0.600691     -22036.016
 40 115    -1.321     0.737753     -22035.470
 45 115    -0.283     0.936981     -22039.543
 50 115     0.253     1.060037     -22042.315
 55 115     0.904     1.231377     -22044.344
 60 115     1.341     1.361667     -22047.043
 65 115     1.630     1.455462     -22048.436
 70 115     2.040     1.599709     -22050.270
 75 115     2.268     1.685742     -22052.209
 80 115     2.235     1.672827     -22052.907
 85 115     2.010     1.588550     -22053.647
 90 115     1.682     1.473096     -22054.052
 95 115     1.826     1.522793     -22052.132
100 115     2.071     1.611169     -22051.614
105 115     2.246     1.677301     -22049.998
110 115     2.070     1.610798     -22049.063
115 115     1.691     1.476050     -22047.809
120 115     1.381     1.374267     -22047.616
125 115     1.046     1.272451     -22047.144
130 115     0.478     1.116454     -22047.751
135 115    -0.022     0.994972     -22049.499
140 115    -1.040     0.786975     -22047.587
145 115    -2.016     0.628653     -22047.609
150 115    -3.442     0.452721     -21688.605
155 115    -4.682     0.340268     -21685.844
160 115    -6.602     0.218671     -21685.691
165 115    -8.386     0.145018     -22043.870
170 115   -10.944     0.080455     -21688.090
175 115   -14.334     0.036866     -21691.557
180 115   -19.613     0.010933     -21692.185
  0 120   -22.146     0.006101     -22033.756
  5 120   -16.039     0.024892     -22033.294
 10 120   -11.575     0.069587     -22031.593
 15 120    -8.823     0.131133     -22031.946
 20 120    -6.657     0.215944     -22031.018
 25 120    -4.802     0.331010     -22033.050
 30 120    -3.447     0.452190     -22034.390
 35 120    -2.213     0.600691     -22036.016
 40 120    -1.321     0.737753     -22035.470
 45 120    -0.283     0.936981     -22039.543
 50 120     0.253     1.060037     -22042.315
 55 120     0.904     1.231377     -22044.344
 60 120     1.341     1.361667     -22047.043
 65 120     1.630     1.455462     -22048.436
 70 120     2.040     1.599709     -22050.270
 75 120     2.268     1.685742     -22052.209
 80 120     2.235     1.672827     -22052.907
 85 120     2.010     1.588550     -22053.647
 90 120     1.682     1.473096     -22054.052
 95 120     1.826     1.522793     -22052.132
100 120     2.071     1.611169     -22051.614
105 120     2.246     1.677301     -22049.998
110 120     2.070     1.610798     -22049.063
115 120     1.691     1.476050     -22047.809
120 120     1.381     1.374267     -22047.616
125 120     1.046     1.272451     -22047.144
130 120     0.478     1.116454     -22047.751
135 120    -0.022     0.994972     -22049.499
140 120    -1.040     0.786975     -22047.587
145 120    -2.016     0.628653     -22047.609
150 120    -3.442     0.452721     -21688.605
155 120    -4.682     0.340268     -21685.844
160 120    -6.602     0.218671     -21685.691
165 120    -8.386     0.145018     -22043.870
170 120   -10.944     0.080455     -21688.090
175 120   -14.334     0.036866     -21691.557
180 120   -19.613     0.010933     -21692.185
  0 125   -22.146     0.006101     -22033.756
  5 125   -16.039     0.024892     -22033.294
 10 125   -11.575     0.069587     -22031.593
 15 125    -8.823     0.131133     -22031.946
 20 125    -6.657     0.215944     -22031.018
 25 125    -4.802     0.331010     -22033.050
 30 125    -3.447     0.452190     -22034.390
 35 125    -2.213     0.600691     -22036.016
 40 125    -1.321     0.737753     -22035.470
 45 125    -0.283     0.936981     -22039.543
 50 125     0.253     1.060037     -22042.315
 55 125     0.904     1.231377     -22044.344
 60 125     1.341     1.361667     -22047.043
 65 125     1.630     1.455462     -22048.436
 70 125     2.040     1.599709     -22050.270
 75 125     2.268     1.685742     -22052.209
 80 125     2.235     1.672827     -22052.907
 85 125     2.010     1.588550     -22053.647
 90 125     1.682     1.473096     -22054.052
 95 125     1.826     1.522793     -22052.132
100 125     2.071     1.611169     -22051.614
105 125     2.246     1.677301     -22049.998
110 125     2.070     1.610798     -22049.063
115 125     1.691     1.476050     -22047.809
120 125     1.381     1.374267     -22047.616
125 125     1.046     1.272451     -22047.144
130 125     0.478     1.116454     -22047.751
135 125    -0.022     0.994972     -22049.499
140 125    -1.040     0.786975     -22047.587
145 125    -2.016     0.628653     -22047.609
150 125    -3.442     0.452721     -21688.605
155 125    -4.682     0.340268     -21685.844
160 125    -6.602     0.218671     -21685.691
165 125    -8.386     0.145018     -22043.870
170 125   -10.944     0.080455     -21688.090
175 125   -14.334     0.036866     -21691.557
180 125   -19.613     0.010933     -21692.185
  0 130   -22.146     0.006101     -22033.756
  5 130   -16.039     0.024892     -22033.294
 10 130   -11.575     0.069587     -22031.593
 15 130    -8.823     0.131133     -22031.946
 20 130    -6.657     0.215944     -22031.018
 25 130    -4.802     0.331010     -22033.050
 30 130    -3.447     0.452190     -22034.390
 35 130    -2.213     0.600691     -22036.016
 40 130    -1.321     0.737753     -22035.470
 45 130    -0.283     0.936981     -22039.543
 50 130     0.253     1.060037     -22042.315
 55 130     0.904     1.231377     -22044.344
 60 130     1.341     1.361667     -22047.043
 65 130     1.630     1.455462     -22048.436
 70 130     2.040     1.599709     -22050.270
 75 130     2.268     1.685742     -22052.209
 80 130     2.235     1.672827     -22052.907
 85 130     2.010     1.588550     -22053.647
 90 130     1.682     1.473096     -22054.052
 95 130     1.826     1.522793     -22052.132
100 130     2.071     1.611169     -22051.614
105 130     2.246     1.677301     -22049.998
110 130     2.070     1.610798     -22049.063
115 130     1.691     1.476050     -22047.809
120 130     1.381     1.374267     -22047.616
125 130     1.046     1.272451     -22047.144
130 130     0.478     1.116454     -22047.751
135 130    -0.022     0.994972     -22049.499
140 130    -1.040     0.786975     -22047.587
145 130    -2.016     0.628653     -22047.609
150 130    -3.442     0.452721     -21688.605
155 130    -4.682     0.340268     -21685.844
160 130    -6.602     0.218671     -21685.691
165 130    -8.386     0.145018     -22043.870
170 130   -10.944     0.080455     -21688.090
175 130   -14.334     0.036866     -21691.557
180 130   -19.613     0.010933     -21692.185
  0 135   -22.146     0.006101     -22033.756
  5 135   -16.039     0.024892     -22033.294
 10 135   -11.575     0.069587     -22031.593
 15 135    -8.823     0.131133     -22031.946
 20 135    -6.657     0.215944     -22031.018
 25 135    -4.802     0.331010     -22033.050
 30 135    -3.447     0.452190     -22034.390
 35 135    -2.213     0.600691     -22036.016
 40 135    -1.321     0.737753     -22035.470
 45 135    -0.283     0.936981     -22039.543
 50 135     0.253     1.060037     -22042.315
 55 135     0.904     1.231377     -22044.344
 60 135     1.341     1.361667     -22047.043
 65 135     1.630     1.455462     -22048.436
 70 135     2.040     1.599709     -22050.270
 75 135     2.268     1.685742     -22052.209
 80 135     2.235     1.672827     -22052.907
 85 135     2.010     1.588550     -22053.647
 90 135     1.682     1.473096     -22054.052
 95 135     1.826     1.522793     -22052.132
100 135     2.071     1.611169     -22051.614
105 135     2.246     1.677301     -22049.998
110 135     2.070     1.610798     -22049.063
115 135     1.691     1.476050     -22047.809
120 135     1.381     1.374267     -22047.616
125 135     1.046     1.272451     -22047.144
130 135     0.478     1.116454     -22047.751
135 135    -0.022     0.994972     -22049.499
140 135    -1.040     0.786975     -22047.587
145 135    -2.016     0.628653     -22047.609
150 135    -3.442     0.452721     -21688.605
155 135    -4.682     0.340268     -21685.844
160 135    -6.602     0.218671     -21685.691
165 135    -8.386     0.145018     -22043.870
170 135   -10.944     0.080455     -21688.090
175 135   -14.334     0.036866     -21691.557
180 135   -19.613     0.010933     -21692.185
  0 140   -22.146     0.006101     -22033.756
  5 140   -16.039     0.024892     -22033.294
 10 140   -11.575     0.069587     -22031.593
 15 140    -8.823     0.131133     -22031.946
 20 140    -6.657     0.215944     -22031.018
 25 140    -4.802     0.331010     -22033.050
 30 140    -3.447     0.452190     -22034.390
 35 140    -2.213     0.600691     -22036.016
 40 140    -1.321     0.737753     -22035.470
 45 140    -0.283     0.936981     -22039.543
 50 140     0.253     1.060037     -22042.315
 55 140     0.904     1.231377     -22044.344
 60 140     1.341     1.361667     -22047.043
 65 140     1.630     1.455462     -22048.436
 70 140     2.040     1.599709     -22050.270
 75 140     2.268     1.685742     -22052.209
 80 140     2.235     1.672827     -22052.907
 85 140     2.010     1.588550     -22053.647
 90 140     1.682     1.473096     -22054.052
 95 140     1.826     1.522793     -22052.132
100 140     2.071     1.611169     -22051.614
105 140     2.246     1.677301     -22049.998
110 140     2.070     1.610798     -22049.063
115 140     1.691     1.476050     -22047.809
120 140     1.381     1.374267     -22047.616
125 140     1.046     1.272451     -22047.144
130 140     0.478     1.116454     -22047.751
135 140    -0.022     0.994972     -22049.499
140 140    -1.040     0.786975     -22047.587
145 140    -2.016     0.628653     -22047.609
150 140    -3.442     0.452721     -21688.605
155 140    -4.682     0.340268     -21685.844
160 140    -6.602     0.218671     -21685.691
165 140    -8.386     0.145018     -22043.870
170 140   -10.944     0.080455     -21688.090
175 140   -14.334     0.036866     -21691.557
180 140   -19.613     0.010933     -21692.185
  0 145   -22.146     0.006101     -22033.756
  5 145   -16.039     0.024892     -22033.294
 10 145   -11.575     0.069587     -22031.593
 15 145    -8.823     0.131133     -22031.946
 20 145    -6.657     0.215944     -22031.018
 25 145    -4.802     0.331010     -22033.050
 30 145    -3.447     0.452190     -22034.390
 35 145    -2.213     0.600691     -22036.016
 40 145    -1.321     0.737753     -22035.470
 45 145    -0.283     0.936981     -22039.543
 50 145     0.253     1.060037     -22042.315
 55 145     0.904     1.231377     -22044.344
 60 145     1.341     1.361667     -22047.043
 65 145     1.630     1.455462     -22048.436
 70 145     2.040     1.599709     -22050.270
 75 145     2.268     1.685742     -22052.209
 80 145     2.235     1.672827     -22052.907
 85 145     2.010     1.588550     -22053.647
