n : 1.0
freq : 83.33 MHz
SWR : 7.037
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
120 100    -4.890     0.324332     -30361.156
125 100    -6.044     0.248634     -30359.899
130 100    -6.682     0.214684     -30356.054
135 100    -7.629     0.172624     -30355.186
140 100    -9.050     0.124454     -30356.465
145 100   -10.489     0.089347     -30358.190
150 100   -11.855     0.065232     -30356.152
155 100   -13.988     0.039920     -30357.021
160 100   -15.134     0.030664     -30356.888
165 100   -17.724     0.016891     -30355.883
170 100   -20.705     0.008502     -30356.177
175 100   -33.285     0.000469     -30352.115
180 100   -26.039     0.002489     -30350.079
  0 105   -22.937     0.005086     -30356.711
  5 105   -31.870     0.000650     -30358.264
 10 105   -23.142     0.004850     -30358.691
 15 105   -18.933     0.012784     -30362.246
 20 105   -16.378     0.023028     -30362.166
 25 105   -13.831     0.041392     -30358.263
 30 105   -11.950     0.063823     -30357.705
 35 105   -10.335     0.092574     -30355.124
 40 105    -8.722     0.134202     -30355.507
 45 105    -8.045     0.156841     -30356.198
 50 105    -7.113     0.194393     -30356.177
 55 105    -6.177     0.241163     -30358.204
 60 105    -5.375     0.290075     -30355.182
 65 105    -4.379     0.364863     -30358.176
 70 105    -3.994     0.398667     -30357.911
 75 105    -3.309     0.466735     -30358.783
 80 105    -2.842     0.519804     -30359.329
 85 105    -2.255     0.594963     -30359.170
 90 105    -2.223     0.599418     -30360.848
 95 105    -2.554     0.555418     -30359.816
100 105    -2.658     0.542226     -30361.070
105 105    -2.978     0.503791     -30361.722
110 105    -3.664     0.430130     -30361.495
115 105    -4.426     0.360886     -30362.134
120 105    -4.890     0.324332     -30361.156
125 105    -6.044     0.248634     -30359.899
130 105    -6.682     0.214684     -30356.054
135 105    -7.629     0.172624     -30355.186
140 105    -9.050     0.124454     -30356.465
145 105   -10.489     0.089347     -30358.190
150 105   -11.855     0.065232     -30356.152
155 105   -13.988     0.039920     -30357.021
160 105   -15.134     0.030664     -30356.888
165 105   -17.724     0.016891     -30355.883
170 105   -20.705     0.008502     -30356.177
175 105   -33.285     0.000469     -30352.115
180 105   -26.039     0.002489     -30350.079
  0 110   -22.937     0.005086     -30356.711
  5 110   -31.870     0.000650     -30358.264
 10 110   -23.142     0.004850     -30358.691
 15 110   -18.933     0.012784     -30362.246
 20 110   -16.378     0.023028     -30362.166
 25 110   -13.831     0.041392     -30358.263
 30 110   -11.950     0.063823     -30357.705
 35 110   -10.335     0.092574     -30355.124
 40 110    -8.722     0.134202     -30355.507
 45 110    -8.045     0.156841     -30356.198
 50 110    -7.113     0.194393     -30356.177
 55 110    -6.177     0.241163     -30358.204
 60 110    -5.375     0.290075     -30355.182
 65 110    -4.379     0.364863     -30358.176
 70 110    -3.994     0.398667     -30357.911
 75 110    -3.309     0.466735     -30358.783
 80 110    -2.842     0.519804     -30359.329
 85 110    -2.255     0.594963     -30359.170
 90 110    -2.223     0.599418     -30360.848
 95 110    -2.554     0.555418     -30359.816
100 110    -2.658     0.542226     -30361.070
105 110    -2.978     0.503791     -30361.722
110 110    -3.664     0.430130     -30361.495
115 110    -4.426     0.360886     -30362.134
120 110    -4.890     0.324332     -30361.156
125 110    -6.044     0.248634     -30359.899
130 110    -6.682     0.214684     -30356.054
135 110    -7.629     0.172624     -30355.186
140 110    -9.050     0.124454     -30356.465
145 110   -10.489     0.089347     -30358.190
150 110   -11.855     0.065232     -30356.152
155 110   -13.988     0.039920     -30357.021
160 110   -15.134     0.030664     -30356.888
165 110   -17.724     0.016891     -30355.883
170 110   -20.705     0.008502     -30356.177
175 110   -33.285     0.000469     -30352.115
180 110   -26.039     0.002489     -30350.079
  0 115   -22.937     0.005086     -30356.711
  5 115   -31.870     0.000650     -30358.264
 10 115   -23.142     0.004850     -30358.691
 15 115   -18.933     0.012784     -30362.246
 20 115   -16.378     0.023028     -30362.166
 25 115   -13.831     0.041392     -30358.263
 30 115   -11.950     0.063823     -30357.705
 35 115   -10.335     0.092574     -30355.124
 40 115    -8.722     0.134202     -30355.507
 45 115    -8.045     0.156841     -30356.198
 50 115    -7.113     0.194393     -30356.177
 55 115    -6.177     0.241163     -30358.204
 60 115    -5.375     0.290075     -30355.182
 65 115    -4.379     0.364863     -30358.176
 70 115    -3.994     0.398667     -30357.911
 75 115    -3.309     0.466735     -30358.783
 80 115    -2.842     0.519804     -30359.329
 85 115    -2.255     0.594963     -30359.170
 90 115    -2.223     0.599418     -30360.848
 95 115    -2.554     0.555418     -30359.816
100 115    -2.658     0.542226     -30361.070
105 115    -2.978     0.503791     -30361.722
110 115    -3.664     0.430130     -30361.495
115 115    -4.426     0.360886     -30362.134
120 115    -4.890     0.324332     -30361.156
125 115    -6.044     0.248634     -30359.899
130 115    -6.682     0.214684     -30356.054
135 115    -7.629     0.172624     -30355.186
140 115    -9.050     0.124454     -30356.465
145 115   -10.489     0.089347     -30358.190
150 115   -11.855     0.065232     -30356.152
155 115   -13.988     0.039920     -30357.021
160 115   -15.134     0.030664     -30356.888
165 115   -17.724     0.016891     -30355.883
170 115   -20.705     0.008502     -30356.177
175 115   -33.285     0.000469     -30352.115
180 115   -26.039     0.002489     -30350.079
  0 120   -22.937     0.005086     -30356.711
  5 120   -31.870     0.000650     -30358.264
 10 120   -23.142     0.004850     -30358.691
 15 120   -18.933     0.012784     -30362.246
 20 120   -16.378     0.023028     -30362.166
 25 120   -13.831     0.041392     -30358.263
 30 120   -11.950     0.063823     -30357.705
 35 120   -10.335     0.092574     -30355.124
 40 120    -8.722     0.134202     -30355.507
 45 120    -8.045     0.156841     -30356.198
 50 120    -7.113     0.194393     -30356.177
 55 120    -6.177     0.241163     -30358.204
 60 120    -5.375     0.290075     -30355.182
 65 120    -4.379     0.364863     -30358.176
 70 120    -3.994     0.398667     -30357.911
 75 120    -3.309     0.466735     -30358.783
 80 120    -2.842     0.519804     -30359.329
 85 120    -2.255     0.594963     -30359.170
 90 120    -2.223     0.599418     -30360.848
 95 120    -2.554     0.555418     -30359.816
100 120    -2.658     0.542226     -30361.070
105 120    -2.978     0.503791     -30361.722
110 120    -3.664     0.430130     -30361.495
115 120    -4.426     0.360886     -30362.134
120 120    -4.890     0.324332     -30361.156
125 120    -6.044     0.248634     -30359.899
130 120    -6.682     0.214684     -30356.054
135 120    -7.629     0.172624     -30355.186
140 120    -9.050     0.124454     -30356.465
145 120   -10.489     0.089347     -30358.190
150 120   -11.855     0.065232     -30356.152
155 120   -13.988     0.039920     -30357.021
160 120   -15.134     0.030664     -30356.888
165 120   -17.724     0.016891     -30355.883
170 120   -20.705     0.008502     -30356.177
175 120   -33.285     0.000469     -30352.115
180 120   -26.039     0.002489     -30350.079
  0 125   -22.937     0.005086     -30356.711
  5 125   -31.870     0.000650     -30358.264
 10 125   -23.142     0.004850     -30358.691
 15 125   -18.933     0.012784     -30362.246
 20 125   -16.378     0.023028     -30362.166
 25 125   -13.831     0.041392     -30358.263
 30 125   -11.950     0.063823     -30357.705
 35 125   -10.335     0.092574     -30355.124
 40 125    -8.722     0.134202     -30355.507
 45 125    -8.045     0.156841     -30356.198
 50 125    -7.113     0.194393     -30356.177
 55 125    -6.177     0.241163     -30358.204
 60 125    -5.375     0.290075     -30355.182
 65 125    -4.379     0.364863     -30358.176
 70 125    -3.994     0.398667     -30357.911
 75 125    -3.309     0.466735     -30358.783
 80 125    -2.842     0.519804     -30359.329
 85 125    -2.255     0.594963     -30359.170
 90 125    -2.223     0.599418     -30360.848
 95 125    -2.554     0.555418     -30359.816
100 125    -2.658     0.542226     -30361.070
105 125    -2.978     0.503791     -30361.722
110 125    -3.664     0.430130     -30361.495
115 125    -4.426     0.360886     -30362.134
120 125    -4.890     0.324332     -30361.156
125 125    -6.044     0.248634     -30359.899
130 125    -6.682     0.214684     -30356.054
135 125    -7.629     0.172624     -30355.186
140 125    -9.050     0.124454     -30356.465
145 125   -10.489     0.089347     -30358.190
150 125   -11.855     0.065232     -30356.152
155 125   -13.988     0.039920     -30357.021
160 125   -15.134     0.030664     -30356.888
165 125   -17.724     0.016891     -30355.883
170 125   -20.705     0.008502     -30356.177
175 125   -33.285     0.000469     -30352.115
180 125   -26.039     0.002489     -30350.079
  0 130   -22.937     0.005086     -30356.711
  5 130   -31.870     0.000650     -30358.264
 10 130   -23.142     0.004850     -30358.691
 15 130   -18.933     0.012784     -30362.246
 20 130   -16.378     0.023028     -30362.166
 25 130   -13.831     0.041392     -30358.263
 30 130   -11.950     0.063823     -30357.705
 35 130   -10.335     0.092574     -30355.124
 40 130    -8.722     0.134202     -30355.507
 45 130    -8.045     0.156841     -30356.198
 50 130    -7.113     0.194393     -30356.177
 55 130    -6.177     0.241163     -30358.204
 60 130    -5.375     0.290075     -30355.182
 65 130    -4.379     0.364863     -30358.176
 70 130    -3.994     0.398667     -30357.911
 75 130    -3.309     0.466735     -30358.783
 80 130    -2.842     0.519804     -30359.329
 85 130    -2.255     0.594963     -30359.170
 90 130    -2.223     0.599418     -30360.848
 95 130    -2.554     0.555418     -30359.816
100 130    -2.658     0.542226     -30361.070
105 130    -2.978     0.503791     -30361.722
110 130    -3.664     0.430130     -30361.495
115 130    -4.426     0.360886     -30362.134
120 130    -4.890     0.324332     -30361.156
125 130    -6.044     0.248634     -30359.899
130 130    -6.682     0.214684     -30356.054
135 130    -7.629     0.172624     -30355.186
140 130    -9.050     0.124454     -30356.465
145 130   -10.489     0.089347     -30358.190
150 130   -11.855     0.065232     -30356.152
155 130   -13.988     0.039920     -30357.021
160 130   -15.134     0.030664     -30356.888
165 130   -17.724     0.016891     -30355.883
170 130   -20.705     0.008502     -30356.177
175 130   -33.285     0.000469     -30352.115
180 130   -26.039     0.002489     -30350.079
  0 135   -22.937     0.005086     -30356.711
  5 135   -31.870     0.000650     -30358.264
 10 135   -23.142     0.004850     -30358.691
 15 135   -18.933     0.012784     -30362.246
 20 135   -16.378     0.023028     -30362.166
 25 135   -13.831     0.041392     -30358.263
 30 135   -11.950     0.063823     -30357.705
 35 135   -10.335     0.092574     -30355.124
 40 135    -8.722     0.134202     -30355.507
 45 135    -8.045     0.156841     -30356.198
 50 135    -7.113     0.194393     -30356.177
 55 135    -6.177     0.241163     -30358.204
 60 135    -5.375     0.290075     -30355.182
 65 135    -4.379     0.364863     -30358.176
 70 135    -3.994     0.398667     -30357.911
 75 135    -3.309     0.466735     -30358.783
 80 135    -2.842     0.519804     -30359.329
 85 135    -2.255     0.594963     -30359.170
 90 135    -2.223     0.599418     -30360.848
 95 135    -2.554     0.555418     -30359.816
100 135    -2.658     0.542226     -30361.070
105 135    -2.978     0.503791     -30361.722
110 135    -3.664     0.430130     -30361.495
115 135    -4.426     0.360886     -30362.134
120 135    -4.890     0.324332     -30361.156
125 135    -6.044     0.248634     -30359.899
130 135    -6.682     0.214684     -30356.054
135 135    -7.629     0.172624     -30355.186
140 135    -9.050     0.124454     -30356.465
145 135   -10.489     0.089347     -30358.190
150 135   -11.855     0.065232     -30356.152
155 135   -13.988     0.039920     -30357.021
160 135   -15.134     0.030664     -30356.888
165 135   -17.724     0.016891     -30355.883
170 135   -20.705     0.008502     -30356.177
175 135   -33.285     0.000469     -30352.115
180 135   -26.039     0.002489     -30350.079
  0 140   -22.937     0.005086     -30356.711
  5 140   -31.870     0.000650     -30358.264
 10 140   -23.142     0.004850     -30358.691
 15 140   -18.933     0.012784     -30362.246
 20 140   -16.378     0.023028     -30362.166
 25 140   -13.831     0.041392     -30358.263
 30 140   -11.950     0.063823     -30357.705
 35 140   -10.335     0.092574     -30355.124
 40 140    -8.722     0.134202     -30355.507
 45 140    -8.045     0.156841     -30356.198
 50 140    -7.113     0.194393     -30356.177
 55 140    -6.177     0.241163     -30358.204
 60 140    -5.375     0.290075     -30355.182
 65 140    -4.379     0.364863     -30358.176
 70 140    -3.994     0.398667     -30357.911
 75 140    -3.309     0.466735     -30358.783
 80 140    -2.842     0.519804     -30359.329
 85 140    -2.255     0.594963     -30359.170
 90 140    -2.223     0.599418     -30360.848
 95 140    -2.554     0.555418     -30359.816
100 140    -2.658     0.542226     -30361.070
105 140    -2.978     0.503791     -30361.722
110 140    -3.664     0.430130     -30361.495
115 140    -4.426     0.360886     -30362.134
120 140    -4.890     0.324332     -30361.156
125 140    -6.044     0.248634     -30359.899
130 140    -6.682     0.214684     -30356.054
135 140    -7.629     0.172624     -30355.186
140 140    -9.050     0.124454     -30356.465
